#{"t_start": 1768996313.3664653, "env_id": "FetchReachDense-v4"}
r,l,t
-15.82699,50,1.186939
-15.585192,50,1.227427
-25.337697,50,1.626391
-26.068499,50,1.874013
-17.061138,50,2.125814
-16.641036,50,2.372089
-16.871842,50,2.624453
-15.109423,50,2.87808
-14.383125,50,3.146829
-7.08381,50,3.408206
-5.292317,50,3.676178
-5.891029,50,3.949058
-7.817877,50,4.233243
-4.440761,50,4.501927
-6.809457,50,4.781459
-8.593221,50,5.062194
-8.691991,50,5.317975
-7.706716,50,5.563047
-8.996951,50,5.815993
-7.116403,50,6.081514
-3.928525,50,6.33589
-11.970932,50,6.582042
-6.554118,50,6.843682
-9.55803,50,7.131791
-5.985535,50,7.384253
-11.127491,50,7.655004
-5.767166,50,7.912452
-6.09158,50,8.166947
-4.860883,50,8.412738
-10.320024,50,8.68184
-8.416914,50,8.944604
-9.279928,50,9.218839
-9.310994,50,9.479448
-4.465785,50,9.750051
-7.578235,50,9.993108
-16.844077,50,10.354302
-10.25428,50,10.697772
-5.541505,50,10.970075
-10.26872,50,11.275032
-6.653178,50,11.682676
-11.840411,50,11.939079
-2.270083,50,12.224473
-3.074137,50,12.510002
-9.249491,50,12.770447
-3.316548,50,13.059698
-7.740461,50,13.333936
-7.402354,50,13.681285
-3.709748,50,14.053198
-8.765612,50,14.319209
-21.467963,50,14.581057
-14.037933,50,15.520186
-14.766458,50,15.791571
-16.405608,50,16.07728
-13.610398,50,16.406068
-13.519394,50,16.736058
-22.066843,50,17.013186
-8.875162,50,17.381383
-3.101814,50,17.653299
-8.633336,50,17.928018
-5.854833,50,18.222349
-3.841003,50,18.537276
-29.938693,50,18.871648
-21.540695,50,19.145649
-16.622386,50,19.407012
-12.014736,50,19.684215
-12.049588,50,19.934398
-7.709129,50,20.183802
-13.693185,50,20.429621
-13.751484,50,20.664565
-12.439466,50,20.929747
-7.004112,50,21.184165
-7.062166,50,21.44395
-9.519778,50,21.677889
-4.169522,50,21.922965
-11.048714,50,22.158869
-2.186233,50,22.39633
-6.968159,50,22.635696
-6.184363,50,22.871293
-3.308144,50,23.115625
-6.961814,50,23.387676
-8.535807,50,23.679676
-7.615658,50,23.993506
-8.455114,50,24.306033
-7.984366,50,24.570748
-8.432705,50,24.816352
-3.434444,50,25.096015
-4.221678,50,25.332828
-2.183149,50,25.592798
-4.300667,50,25.859073
-2.804147,50,26.152346
-3.451734,50,26.443563
-5.845884,50,26.728828
-5.033267,50,26.997408
-6.11507,50,27.239015
-3.78843,50,27.514161
-3.304251,50,27.776729
-3.515427,50,28.055009
-2.732928,50,28.347962
-2.926508,50,28.601218
-4.423468,50,28.879628
-3.260637,50,29.775637
-3.495464,50,30.03228
-2.875134,50,30.285956
-4.736235,50,30.56449
-4.966862,50,30.855633
-2.700084,50,31.15215
-2.185648,50,31.436675
-4.489762,50,31.717507
-3.62096,50,31.990169
-2.455795,50,32.253453
-3.515149,50,32.507569
-3.047177,50,32.773102
-4.43704,50,33.027131
-3.122317,50,33.280438
-2.78461,50,33.519862
-3.500108,50,33.764951
-5.28922,50,34.023242
-3.319595,50,34.287966
-2.716811,50,34.576091
-5.208598,50,34.845686
-2.102682,50,35.119355
-4.910541,50,35.374951
-4.481097,50,35.635702
-2.834075,50,35.900413
-2.123511,50,36.175991
-3.745421,50,36.437099
-3.109842,50,36.673158
-3.103986,50,36.92035
-2.446016,50,37.173987
