#{"t_start": 1769006743.988243, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,1.09091
-50.0,50,1.134291
-50.0,50,1.67044
-50.0,50,2.041353
-48.0,50,2.413598
-50.0,50,2.785299
-50.0,50,3.158742
-50.0,50,3.530086
-50.0,50,3.903848
-50.0,50,4.252274
-50.0,50,4.598763
-50.0,50,4.958735
-50.0,50,5.307134
-50.0,50,5.657096
-50.0,50,6.014649
-50.0,50,6.383173
-50.0,50,6.758111
-50.0,50,7.132655
-50.0,50,7.518544
-50.0,50,7.926167
-45.0,50,8.332349
-50.0,50,8.733206
-50.0,50,9.12786
-50.0,50,9.530421
-49.0,50,9.912374
-50.0,50,10.290383
-50.0,50,10.703635
-50.0,50,11.10833
-50.0,50,11.51054
-50.0,50,11.903092
-50.0,50,12.28711
-50.0,50,12.675625
-50.0,50,13.076287
-50.0,50,13.488732
-50.0,50,13.887056
-50.0,50,14.305608
-50.0,50,14.71014
-50.0,50,15.111352
-50.0,50,15.497778
-50.0,50,15.89141
-50.0,50,16.288721
-50.0,50,16.679873
-50.0,50,17.089792
-48.0,50,17.516302
-50.0,50,17.90329
-50.0,50,18.298843
-50.0,50,18.699222
-50.0,50,19.098906
-50.0,50,19.498757
-50.0,50,19.900215
-50.0,50,21.057363
-50.0,50,21.46163
-48.0,50,21.854333
-50.0,50,22.245743
-50.0,50,22.637131
-50.0,50,23.031835
-50.0,50,23.45485
-50.0,50,23.848767
-50.0,50,24.24745
-50.0,50,24.637563
-50.0,50,25.035368
-50.0,50,25.446144
-50.0,50,25.835778
-50.0,50,26.230898
-50.0,50,26.622269
-50.0,50,27.015468
-50.0,50,27.420018
-50.0,50,27.811133
-50.0,50,28.218091
-50.0,50,28.61316
-50.0,50,29.000031
-50.0,50,29.415704
-50.0,50,29.799955
-50.0,50,30.189903
-50.0,50,30.575639
-50.0,50,30.959826
-50.0,50,31.344689
-50.0,50,31.741445
-50.0,50,32.132569
-50.0,50,32.520884
-50.0,50,32.908413
-50.0,50,33.297641
-50.0,50,33.685804
-50.0,50,34.073863
-50.0,50,34.466081
-50.0,50,34.858748
-50.0,50,35.258474
-50.0,50,35.646198
-50.0,50,36.038752
-50.0,50,36.457737
-50.0,50,36.842062
-50.0,50,37.240021
-50.0,50,37.638483
-50.0,50,38.028527
-47.0,50,38.434478
-48.0,50,38.827228
-50.0,50,39.222979
-50.0,50,39.634306
-50.0,50,40.02728
-50.0,50,40.421856
-50.0,50,41.561346
-50.0,50,41.956735
-45.0,50,42.348521
-50.0,50,42.745745
-50.0,50,43.134864
-50.0,50,43.539827
-50.0,50,43.938337
-50.0,50,44.345595
-48.0,50,44.757594
-50.0,50,45.158845
-50.0,50,45.588311
-50.0,50,45.980819
-50.0,50,46.37855
-50.0,50,46.772856
-50.0,50,47.174439
-50.0,50,47.570969
-50.0,50,47.971065
-50.0,50,48.368229
-50.0,50,48.771521
-50.0,50,49.168749
-50.0,50,49.618162
-50.0,50,50.017805
-50.0,50,50.425458
-50.0,50,50.833682
-50.0,50,51.266683
-50.0,50,51.667327
-50.0,50,52.078267
-50.0,50,52.474135
-50.0,50,52.872552
-50.0,50,53.266862
-50.0,50,53.663041
-50.0,50,54.066638
-50.0,50,54.461622
-50.0,50,54.855773
-50.0,50,55.286264
-50.0,50,55.726099
-48.0,50,56.140212
-49.0,50,56.534091
-50.0,50,56.931285
-49.0,50,57.341962
-50.0,50,57.752144
-50.0,50,58.153154
-50.0,50,58.553091
-50.0,50,58.956661
-50.0,50,59.348764
-50.0,50,59.741483
-50.0,50,60.138541
-50.0,50,60.529896
-50.0,50,60.9231
-50.0,50,61.348705
-50.0,50,62.55001
-50.0,50,62.946774
-50.0,50,63.346275
-50.0,50,63.741329
-50.0,50,64.146177
-50.0,50,64.536691
-50.0,50,64.933115
-50.0,50,65.325257
-50.0,50,65.71924
-50.0,50,66.116386
-50.0,50,66.507406
-50.0,50,66.89994
-50.0,50,67.292498
-50.0,50,67.687021
-50.0,50,68.110947
-50.0,50,68.545225
-50.0,50,68.989793
-50.0,50,69.415765
-50.0,50,69.862041
-50.0,50,70.331375
-50.0,50,70.799824
-50.0,50,71.234225
-50.0,50,71.620575
-50.0,50,72.007669
-50.0,50,72.477721
-50.0,50,72.923131
-50.0,50,73.307238
-50.0,50,73.704771
-50.0,50,74.138139
-50.0,50,74.578672
-50.0,50,75.012774
-50.0,50,75.47015
-50.0,50,75.923099
-50.0,50,76.343438
-50.0,50,76.73178
-50.0,50,77.129981
-50.0,50,77.520142
-50.0,50,78.000116
-50.0,50,78.370595
-50.0,50,78.767438
-50.0,50,79.157807
-50.0,50,79.545757
-50.0,50,79.911646
-50.0,50,80.28769
-50.0,50,80.675133
-50.0,50,81.101118
-50.0,50,81.519828
-50.0,50,81.930021
-50.0,50,82.322053
-50.0,50,82.722453
-50.0,50,84.035395
-50.0,50,84.487688
-50.0,50,84.910954
-50.0,50,85.475022
-50.0,50,85.896494
-50.0,50,86.307255
-50.0,50,86.719879
-50.0,50,87.16589
-50.0,50,87.566271
-50.0,50,87.974647
-50.0,50,88.363164
-50.0,50,88.756094
-50.0,50,89.154177
-50.0,50,89.551188
-50.0,50,89.938723
-50.0,50,90.336094
-50.0,50,90.751104
-50.0,50,91.199979
-50.0,50,91.614161
-50.0,50,92.010164
-50.0,50,92.468477
-50.0,50,92.914297
-50.0,50,93.377727
-50.0,50,93.80827
-50.0,50,94.224352
-50.0,50,94.658484
-50.0,50,95.116457
-50.0,50,95.569633
-47.0,50,95.991416
-50.0,50,96.430006
-50.0,50,96.876204
-50.0,50,97.317394
-50.0,50,97.757199
-50.0,50,98.197435
-50.0,50,98.635993
-50.0,50,99.082994
-50.0,50,99.519824
-50.0,50,99.963775
-49.0,50,100.408312
-50.0,50,100.853251
-50.0,50,101.302998
-50.0,50,101.746386
-50.0,50,102.192134
-49.0,50,102.600222
-50.0,50,103.006411
-50.0,50,103.41992
-50.0,50,103.837133
-50.0,50,104.287416
-50.0,50,104.743235
-49.0,50,105.165263
-50.0,50,106.401362
-50.0,50,106.837363
-50.0,50,107.243363
-50.0,50,107.646652
-50.0,50,108.051156
-50.0,50,108.499998
-50.0,50,108.927884
-48.0,50,109.327276
-50.0,50,109.756514
-46.0,50,110.160806
-50.0,50,110.58069
-50.0,50,110.97368
-50.0,50,111.410197
-50.0,50,111.8312
-50.0,50,112.236402
-50.0,50,112.666088
-50.0,50,113.080898
-50.0,50,113.495243
