#{"t_start": 1769161093.7957, "env_id": "FetchReach-v4"}
r,l,t
-5.0,50,85.236519
-2.0,50,85.55506
-16.0,50,85.882474
-2.0,50,86.209734
-17.0,50,86.525841
-3.0,50,86.846777
-2.0,50,87.165797
-3.0,50,87.492544
-2.0,50,87.848267
-3.0,50,88.217045
-1.0,50,88.542231
-2.0,50,88.862342
-3.0,50,89.191614
-2.0,50,89.507607
-2.0,50,89.82929
-2.0,50,90.161518
-3.0,50,90.498206
-1.0,50,90.830684
-2.0,50,91.151411
-13.0,50,91.475272
-13.0,50,91.788322
-36.0,50,92.106691
-2.0,50,92.436569
-2.0,50,92.75237
-8.0,50,93.056859
-2.0,50,93.366939
-6.0,50,93.676604
-3.0,50,93.972205
0.0,50,94.270486
-5.0,50,94.561459
-3.0,50,94.857897
-3.0,50,95.163239
-3.0,50,95.46573
-1.0,50,95.76798
0.0,50,96.072603
-2.0,50,96.386377
-3.0,50,97.388347
-2.0,50,97.718552
-3.0,50,98.053439
-2.0,50,98.396808
-2.0,50,98.732561
0.0,50,99.073517
-4.0,50,99.411175
-1.0,50,99.748915
-2.0,50,100.09251
-3.0,50,100.424871
-7.0,50,100.743605
-2.0,50,101.052616
-11.0,50,101.372254
-2.0,50,101.719216
-2.0,50,102.030573
-20.0,50,102.337412
-13.0,50,102.646003
-1.0,50,102.942226
-7.0,50,103.253102
-1.0,50,103.566174
-1.0,50,103.882945
-3.0,50,104.180346
-2.0,50,104.48294
-11.0,50,104.779566
-2.0,50,105.078045
-2.0,50,105.380128
-2.0,50,105.675817
-11.0,50,105.980582
-3.0,50,106.276433
-1.0,50,106.573469
-2.0,50,106.869568
-2.0,50,107.167516
-3.0,50,107.465553
-3.0,50,107.7726
0.0,50,108.076161
-1.0,50,108.399016
-1.0,50,108.707631
-2.0,50,109.009591
-2.0,50,109.32106
-11.0,50,109.622603
-3.0,50,109.93023
-1.0,50,110.235567
-1.0,50,110.53787
-2.0,50,110.853486
-2.0,50,111.17451
-9.0,50,111.475369
-2.0,50,111.780145
-3.0,50,112.103204
-2.0,50,112.410021
0.0,50,112.738462
-3.0,50,113.69874
-10.0,50,114.013188
-2.0,50,114.312409
-1.0,50,114.629466
-12.0,50,114.942632
-3.0,50,115.258368
-2.0,50,115.569628
-7.0,50,115.874504
-1.0,50,116.166232
-3.0,50,116.469867
-2.0,50,116.772293
-1.0,50,117.087301
-1.0,50,117.393607
-3.0,50,117.689245
0.0,50,118.005769
-12.0,50,118.308538
-3.0,50,118.615907
-3.0,50,118.918415
-2.0,50,119.222618
-1.0,50,119.525574
-3.0,50,119.832451
-4.0,50,120.145078
-2.0,50,120.452163
-13.0,50,120.782741
-1.0,50,121.112968
-2.0,50,121.421354
-7.0,50,121.740639
-1.0,50,122.045427
-1.0,50,122.35218
-2.0,50,122.651635
-1.0,50,122.963552
0.0,50,123.250692
-2.0,50,123.537643
-3.0,50,123.829684
0.0,50,124.135013
-1.0,50,124.427884
-2.0,50,124.736019
-3.0,50,125.033456
-1.0,50,125.324464
-3.0,50,125.627634
-3.0,50,125.92489
0.0,50,126.219434
-7.0,50,126.513467
-10.0,50,126.834689
-28.0,50,127.137944
-1.0,50,127.434367
0.0,50,127.740424
-3.0,50,128.050743
-2.0,50,128.363114
-9.0,50,128.664351
-3.0,50,129.677282
-2.0,50,130.009279
-7.0,50,130.315211
-9.0,50,130.618725
-2.0,50,130.937508
-2.0,50,131.247303
-3.0,50,131.54841
-2.0,50,131.870582
-2.0,50,132.18036
-12.0,50,132.480514
-7.0,50,132.799761
-3.0,50,133.102834
-1.0,50,133.408202
-1.0,50,133.701474
-1.0,50,134.003706
-3.0,50,134.322208
-3.0,50,134.646457
-1.0,50,134.972424
-8.0,50,135.283201
-2.0,50,135.595338
-2.0,50,135.905354
-1.0,50,136.208821
-2.0,50,136.510181
-7.0,50,136.8143
-8.0,50,137.129504
0.0,50,137.449481
0.0,50,137.773468
-3.0,50,138.087019
-2.0,50,138.421517
-1.0,50,138.765583
-2.0,50,139.10216
-3.0,50,139.427703
-8.0,50,139.780949
-2.0,50,140.112964
-2.0,50,140.441598
-2.0,50,140.772655
-2.0,50,141.095204
-2.0,50,141.436648
-20.0,50,141.782676
-10.0,50,142.118292
0.0,50,142.454582
-4.0,50,142.791184
-1.0,50,143.133766
-3.0,50,143.467157
-32.0,50,143.786335
-17.0,50,144.102235
-2.0,50,144.408276
-3.0,50,144.708633
-2.0,50,145.019264
-2.0,50,145.326314
-1.0,50,146.314157
-7.0,50,146.636114
-8.0,50,146.948109
-4.0,50,147.26069
-4.0,50,147.571147
-2.0,50,147.892704
-3.0,50,148.214364
0.0,50,148.531035
-5.0,50,148.849394
-1.0,50,149.178315
-16.0,50,149.507659
-1.0,50,149.828056
-11.0,50,150.144695
-2.0,50,150.452739
-2.0,50,150.790108
-2.0,50,151.130588
-7.0,50,151.465457
-1.0,50,151.787919
-2.0,50,152.125948
-2.0,50,152.46212
-2.0,50,152.801264
0.0,50,153.145138
-2.0,50,153.446531
-3.0,50,153.769558
-2.0,50,154.083323
0.0,50,154.418562
-2.0,50,154.745172
-1.0,50,155.07242
-2.0,50,155.396033
-2.0,50,155.715754
-2.0,50,156.036921
-1.0,50,156.361238
-3.0,50,156.695074
-3.0,50,157.01935
0.0,50,157.334274
-10.0,50,157.653427
-20.0,50,157.97413
-44.0,50,158.28767
-1.0,50,158.622175
-2.0,50,158.947318
-14.0,50,159.277938
-4.0,50,159.595853
-2.0,50,159.914114
-18.0,50,160.239455
-9.0,50,160.581394
-3.0,50,160.901248
-2.0,50,161.21821
-3.0,50,161.525467
-5.0,50,161.839569
-2.0,50,162.161412
-2.0,50,163.161557
-2.0,50,163.475334
-3.0,50,163.772779
-2.0,50,164.064899
-12.0,50,164.366648
-7.0,50,164.66311
-2.0,50,164.967227
-11.0,50,165.261358
-9.0,50,165.562194
-2.0,50,165.883135
0.0,50,166.209304
-2.0,50,166.534081
-20.0,50,166.85669
-9.0,50,167.186782
-2.0,50,167.513861
0.0,50,167.840212
-18.0,50,168.176225
-3.0,50,168.513034
0.0,50,168.856481
0.0,50,169.191375
-1.0,50,169.53615
-2.0,50,169.885336
-2.0,50,170.230289
-2.0,50,170.568108
-6.0,50,170.909351
-3.0,50,171.234766
-2.0,50,171.565544
-1.0,50,171.892976
-4.0,50,172.216369
-2.0,50,172.536065
-3.0,50,172.8772
-3.0,50,173.21611
-3.0,50,173.556158
-3.0,50,173.883073
-2.0,50,174.214593
-12.0,50,174.523492
-4.0,50,174.830844
-9.0,50,175.138451
-2.0,50,175.455348
-1.0,50,175.768614
-3.0,50,176.084337
-9.0,50,176.405266
-4.0,50,176.725088
-5.0,50,177.048488
-2.0,50,177.370787
-17.0,50,177.677169
-1.0,50,178.003436
-2.0,50,178.332153
-1.0,50,178.670651
-1.0,50,179.018355
-1.0,50,180.070512
-7.0,50,180.420566
-3.0,50,180.763512
-13.0,50,181.104552
-3.0,50,181.45603
-3.0,50,181.800225
-1.0,50,182.107192
-3.0,50,182.452487
-3.0,50,182.796987
-2.0,50,183.123402
-3.0,50,183.445908
0.0,50,183.746532
0.0,50,184.067461
-5.0,50,184.394606
-1.0,50,184.720579
-8.0,50,185.033108
-2.0,50,185.340191
-4.0,50,185.65691
-7.0,50,185.968307
-1.0,50,186.282536
-1.0,50,186.590719
-13.0,50,186.893862
-2.0,50,187.197505
-9.0,50,187.50014
-1.0,50,187.803276
-25.0,50,188.110915
-4.0,50,188.416072
-3.0,50,188.807765
-12.0,50,189.09792
-3.0,50,189.389056
-26.0,50,189.698221
-4.0,50,190.012874
-2.0,50,190.329041
-3.0,50,190.66451
-1.0,50,190.976664
-3.0,50,191.269142
-2.0,50,191.557472
-2.0,50,191.86246
-1.0,50,192.18509
-2.0,50,192.495768
-3.0,50,192.804727
-6.0,50,193.100113
-20.0,50,193.415846
-10.0,50,193.730471
-1.0,50,194.006476
0.0,50,194.315566
-2.0,50,194.603141
-2.0,50,194.874284
-3.0,50,195.155551
-13.0,50,195.459531
-19.0,50,196.38803
-2.0,50,196.681231
-6.0,50,196.967458
-2.0,50,197.273755
-4.0,50,197.588725
-11.0,50,197.910178
-3.0,50,198.222404
-5.0,50,198.537308
-1.0,50,198.878456
-3.0,50,199.170911
-1.0,50,199.444855
-5.0,50,199.715317
-3.0,50,199.993724
-2.0,50,200.280094
-2.0,50,200.554511
-3.0,50,200.850471
-2.0,50,201.171067
0.0,50,201.476116
0.0,50,201.796016
-1.0,50,202.109411
-3.0,50,202.424985
0.0,50,202.738244
-3.0,50,203.052392
-3.0,50,203.367538
-2.0,50,203.690049
-1.0,50,203.985773
-2.0,50,204.287637
-2.0,50,204.573357
-2.0,50,204.887828
-15.0,50,205.196914
-20.0,50,205.520466
-10.0,50,205.837223
0.0,50,206.143675
-2.0,50,206.447684
-2.0,50,206.760846
-2.0,50,207.072727
-2.0,50,207.372334
-1.0,50,207.674454
-3.0,50,207.975761
-1.0,50,208.287793
-1.0,50,208.590502
-1.0,50,208.896535
-1.0,50,209.223705
-10.0,50,209.569809
-26.0,50,209.91252
-1.0,50,210.25246
-2.0,50,210.561254
-2.0,50,210.869263
-3.0,50,211.184374
-19.0,50,211.489277
-18.0,50,212.476462
-3.0,50,212.785446
-2.0,50,213.095793
-3.0,50,213.41846
-2.0,50,213.726051
-1.0,50,214.035623
0.0,50,214.352417
-1.0,50,214.650189
-3.0,50,214.943534
-3.0,50,215.257306
-2.0,50,215.55328
-2.0,50,215.850117
-2.0,50,216.141366
-33.0,50,216.451297
-1.0,50,216.741333
0.0,50,217.043142
-1.0,50,217.347796
-3.0,50,217.652219
-1.0,50,217.952508
-2.0,50,218.26944
-1.0,50,218.582093
-2.0,50,218.898103
-2.0,50,219.215172
-3.0,50,219.542048
-2.0,50,219.853422
-2.0,50,220.1723
0.0,50,220.503179
0.0,50,220.825098
-11.0,50,221.134257
-2.0,50,221.464368
-2.0,50,221.781111
-4.0,50,222.083453
-13.0,50,222.408979
-3.0,50,222.741122
0.0,50,223.053533
-7.0,50,223.382181
-1.0,50,223.704533
-9.0,50,224.009045
-1.0,50,224.30621
-2.0,50,224.620352
-2.0,50,224.937069
-5.0,50,225.240152
-18.0,50,225.560973
-3.0,50,225.86118
-10.0,50,226.167807
-2.0,50,226.470054
-2.0,50,226.778846
-2.0,50,227.081141
0.0,50,227.384074
-3.0,50,227.690729
-2.0,50,228.690389
-8.0,50,228.996322
-3.0,50,229.313665
-14.0,50,229.630874
-1.0,50,229.936016
-1.0,50,230.243165
-1.0,50,230.563564
-2.0,50,230.892374
-2.0,50,231.240397
-2.0,50,231.576352
-8.0,50,231.893333
0.0,50,232.1991
-10.0,50,232.506402
-2.0,50,232.80755
-2.0,50,233.118665
-2.0,50,233.447367
-2.0,50,233.784097
-2.0,50,234.092349
-2.0,50,234.403014
-5.0,50,234.710482
-6.0,50,235.018337
-18.0,50,235.342088
-12.0,50,235.657315
-1.0,50,235.98613
-13.0,50,236.31149
-2.0,50,236.62327
-2.0,50,236.933525
-1.0,50,237.24816
-3.0,50,237.570481
-3.0,50,237.875185
-3.0,50,238.178114
-10.0,50,238.481276
-5.0,50,238.802383
-9.0,50,239.111305
-2.0,50,239.428829
-3.0,50,239.737659
-9.0,50,240.054332
0.0,50,240.360614
-1.0,50,240.685619
-2.0,50,241.002771
-2.0,50,241.314822
-2.0,50,241.623976
-2.0,50,241.930626
-2.0,50,242.234774
-6.0,50,242.537466
-2.0,50,242.839342
-3.0,50,243.151258
-3.0,50,243.452008
-2.0,50,243.779073
-1.0,50,244.093902
-4.0,50,245.068774
-6.0,50,245.372821
-4.0,50,245.675243
-3.0,50,245.991434
-3.0,50,246.299455
-6.0,50,246.613429
-3.0,50,246.936301
-3.0,50,247.238292
-3.0,50,247.54225
-2.0,50,247.851218
-2.0,50,248.168325
-3.0,50,248.468733
-1.0,50,248.780118
0.0,50,249.083568
0.0,50,249.413376
-2.0,50,249.73952
-8.0,50,250.07208
-1.0,50,250.373303
-2.0,50,250.68353
-3.0,50,251.006065
-3.0,50,251.313818
-1.0,50,251.633639
-1.0,50,251.939284
-2.0,50,252.239929
-3.0,50,252.549791
-6.0,50,252.854207
-1.0,50,253.168897
-2.0,50,253.492473
-1.0,50,253.798883
-1.0,50,254.098702
-11.0,50,254.401287
-1.0,50,254.691061
-2.0,50,254.992062
-2.0,50,255.28814
-2.0,50,255.58812
-2.0,50,255.880382
-1.0,50,256.18718
-2.0,50,256.486105
-3.0,50,256.783681
