#{"t_start": 1769008670.894362, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,1.055555
-50.0,50,1.099841
-50.0,50,1.465273
-50.0,50,1.677112
-50.0,50,1.893444
-50.0,50,2.109222
-50.0,50,2.329815
-50.0,50,2.54715
-50.0,50,2.770712
-50.0,50,2.994222
-50.0,50,3.211945
-50.0,50,3.439523
-50.0,50,3.657061
-50.0,50,3.874422
-50.0,50,4.098224
-50.0,50,4.322469
-50.0,50,4.546902
-50.0,50,4.775906
-50.0,50,5.00548
-50.0,50,5.229383
-50.0,50,5.46057
-50.0,50,5.676888
-50.0,50,5.905743
-50.0,50,6.134156
-50.0,50,6.360684
-50.0,50,6.574044
-50.0,50,6.791665
-50.0,50,6.997512
-50.0,50,7.214216
-50.0,50,7.422488
-50.0,50,7.645517
-50.0,50,7.86808
-50.0,50,8.107283
-50.0,50,8.319143
-50.0,50,8.54977
-50.0,50,8.773545
-50.0,50,8.99477
-47.0,50,9.220205
-50.0,50,9.435617
-50.0,50,9.653856
-50.0,50,9.889845
-50.0,50,10.11676
-50.0,50,10.335258
-50.0,50,10.559392
-50.0,50,10.785235
-50.0,50,11.012631
-50.0,50,11.231738
-50.0,50,11.452569
-50.0,50,11.67539
-50.0,50,11.907316
-50.0,50,12.84244
-50.0,50,13.083092
-47.0,50,13.309145
-50.0,50,13.534908
-50.0,50,13.766916
-50.0,50,14.003284
-50.0,50,14.239463
-50.0,50,14.469531
-50.0,50,14.696742
-50.0,50,14.932842
-50.0,50,15.158505
-50.0,50,15.385219
-50.0,50,15.615326
-50.0,50,15.852065
-50.0,50,16.081888
-50.0,50,16.311993
-50.0,50,16.541328
-50.0,50,16.76755
-50.0,50,17.004179
-50.0,50,17.234512
-50.0,50,17.467027
-50.0,50,17.744193
-50.0,50,18.047902
-50.0,50,18.269314
-50.0,50,18.487952
-50.0,50,18.704213
-50.0,50,18.927692
-50.0,50,19.153455
-50.0,50,19.3653
-48.0,50,19.599909
-50.0,50,19.866313
-50.0,50,20.123169
-50.0,50,20.350395
-50.0,50,20.571599
-50.0,50,20.788703
-50.0,50,21.015087
-50.0,50,21.24995
-50.0,50,21.479722
-50.0,50,21.725553
-50.0,50,21.955984
-50.0,50,22.196981
-50.0,50,22.444142
-50.0,50,22.67266
-50.0,50,22.902182
-50.0,50,23.142174
-50.0,50,23.376523
-50.0,50,23.625184
-50.0,50,23.867739
-50.0,50,24.101142
-46.0,50,24.343052
-50.0,50,25.252852
-50.0,50,25.496478
-47.0,50,25.730163
-50.0,50,25.97057
-49.0,50,26.216635
-50.0,50,26.457017
-50.0,50,26.705363
-50.0,50,26.955256
-50.0,50,27.200369
-50.0,50,27.432781
-50.0,50,27.655498
-50.0,50,27.89029
-50.0,50,28.120928
-50.0,50,28.343374
-46.0,50,28.584706
-50.0,50,28.82714
-47.0,50,29.069096
-50.0,50,29.314778
-50.0,50,29.556316
-50.0,50,29.806504
-50.0,50,30.067939
-50.0,50,30.308364
-50.0,50,30.550155
-50.0,50,30.81213
-50.0,50,31.066667
-50.0,50,31.313852
-50.0,50,31.562719
-50.0,50,31.816273
-50.0,50,32.059057
-50.0,50,32.299334
-50.0,50,32.5551
-50.0,50,32.820469
-50.0,50,33.054126
-50.0,50,33.294171
-50.0,50,33.528116
-50.0,50,33.780715
-50.0,50,34.0311
-45.0,50,34.285017
-50.0,50,34.519689
-48.0,50,34.749542
-50.0,50,34.988441
-50.0,50,35.227773
