#{"t_start": 1769005019.487851, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,1.101569
-50.0,50,1.143627
-50.0,50,1.669821
-50.0,50,2.053892
-50.0,50,2.471291
-50.0,50,2.847047
-50.0,50,3.210958
-49.0,50,3.577602
-50.0,50,3.964405
-50.0,50,4.352448
-50.0,50,4.712028
-50.0,50,5.078586
-50.0,50,5.474561
-48.0,50,5.866992
-50.0,50,6.258098
-50.0,50,6.660145
-50.0,50,7.066444
-50.0,50,7.464994
-50.0,50,7.839597
-50.0,50,8.216479
-50.0,50,8.61771
-49.0,50,9.027699
-50.0,50,9.436362
-49.0,50,9.905916
-50.0,50,10.338353
-50.0,50,10.773204
-50.0,50,11.212523
-47.0,50,11.647916
-50.0,50,12.045988
-50.0,50,12.442918
-50.0,50,12.837445
-50.0,50,13.229395
-50.0,50,13.622156
-50.0,50,14.062955
-50.0,50,14.488842
-50.0,50,14.914889
-50.0,50,15.34536
-50.0,50,15.759587
-50.0,50,16.151141
-50.0,50,16.572029
-50.0,50,16.986979
-50.0,50,17.381711
-50.0,50,17.772921
-50.0,50,18.165486
-45.0,50,18.571055
-50.0,50,19.00627
-50.0,50,19.437006
-50.0,50,19.900107
-50.0,50,20.339748
-50.0,50,20.778483
-50.0,50,22.0165
-50.0,50,22.425163
-50.0,50,22.844543
-49.0,50,23.263344
-50.0,50,23.696729
-50.0,50,24.157056
-50.0,50,24.572947
-50.0,50,25.018861
-50.0,50,25.4632
-49.0,50,25.908088
-50.0,50,26.374219
-33.0,50,26.814111
-50.0,50,27.251078
-48.0,50,27.711404
-50.0,50,28.14946
-50.0,50,28.594808
-50.0,50,29.018048
-50.0,50,29.441233
-50.0,50,29.870876
-50.0,50,30.268173
-50.0,50,30.665955
-50.0,50,31.063271
-50.0,50,31.460212
-50.0,50,31.858101
-50.0,50,32.254699
-50.0,50,32.659271
-50.0,50,33.086891
-50.0,50,33.518951
-50.0,50,33.961498
-50.0,50,34.38127
-50.0,50,34.834443
-50.0,50,35.237368
-38.0,50,35.681699
-50.0,50,36.125683
-50.0,50,36.578309
-50.0,50,37.026919
-50.0,50,37.437245
-50.0,50,37.848151
-49.0,50,38.249471
-50.0,50,38.651045
-44.0,50,39.058766
-50.0,50,39.493111
-50.0,50,39.969662
-50.0,50,40.383087
-50.0,50,40.787914
-50.0,50,41.195106
-50.0,50,41.599384
-50.0,50,42.004519
-50.0,50,42.409533
-50.0,50,42.843231
