#{"t_start": 1769001167.1058505, "env_id": "FetchReachDense-v4"}
r,l,t
-17.150201,50,1.140936
-18.224471,50,1.183673
-13.579024,50,1.549301
-27.963111,50,1.775738
-11.933905,50,2.028508
-15.725535,50,2.242102
-24.177489,50,2.464434
-20.200634,50,2.68699
-22.520284,50,2.918655
-11.593936,50,3.145472
-15.527591,50,3.374437
-21.990113,50,3.600173
-25.589129,50,3.822054
-20.462524,50,4.054469
-8.514,50,4.264879
-28.344012,50,4.491318
-24.657868,50,4.7246
-32.870811,50,4.951503
-27.121025,50,5.182969
-6.298053,50,5.417651
-8.976846,50,5.651754
-6.000467,50,5.890491
-11.864273,50,6.117351
-6.863969,50,6.359854
-6.970155,50,6.593679
-14.73854,50,6.824717
-8.763374,50,7.051866
-6.625958,50,7.2799
-11.047567,50,7.536649
-6.250794,50,7.771062
-5.673891,50,8.029873
-7.250339,50,8.281825
-5.597721,50,8.514466
-4.902123,50,8.748742
-10.825028,50,8.991348
-3.135947,50,9.242173
-3.357456,50,9.496506
-11.633887,50,9.753649
-5.64579,50,10.001194
-6.932079,50,10.246475
-9.539205,50,10.503173
-4.569785,50,10.759444
-5.356713,50,11.019162
-7.818874,50,11.259338
-11.037493,50,11.515814
-13.29858,50,11.765843
-1.274602,50,12.022394
-2.126016,50,12.283029
-3.012564,50,12.550323
-3.945057,50,12.797967
-7.827756,50,13.780065
-12.531531,50,14.047846
-3.255643,50,14.294764
-17.243301,50,14.545027
-7.231374,50,14.808013
-13.662636,50,15.064147
-9.996457,50,15.305664
-4.427991,50,15.561926
-3.791162,50,15.819157
-5.481369,50,16.07227
-3.179463,50,16.322928
-4.623833,50,16.578845
-7.885112,50,16.826321
-7.753816,50,17.085444
-5.156266,50,17.34949
-3.420456,50,17.610757
-4.692978,50,17.873226
-6.564238,50,18.145828
-6.486573,50,18.415756
-3.863504,50,18.676477
-8.772195,50,18.944539
-4.86156,50,19.198215
-8.622384,50,19.454544
-11.767801,50,19.716752
-2.672614,50,19.963445
-2.983704,50,20.225489
-5.319551,50,20.4823
-7.239555,50,20.744547
-7.523334,50,21.003484
-5.736527,50,21.27775
-2.964402,50,21.546704
-3.27472,50,21.808559
-5.923227,50,22.04436
-3.38703,50,22.293485
-2.159546,50,22.542993
-2.330354,50,22.803539
-2.921457,50,23.069393
-3.263234,50,23.331774
-5.119749,50,23.592495
-5.69168,50,23.848899
-4.965901,50,24.103266
-3.997973,50,24.348532
-3.641621,50,24.592921
-5.139391,50,24.845849
