#{"t_start": 1769003864.7175856, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,1.193743
-50.0,50,1.236022
-45.0,50,1.650566
-50.0,50,1.88855
-50.0,50,2.129476
-50.0,50,2.375917
-50.0,50,2.600136
-50.0,50,2.836936
-42.0,50,3.088305
-50.0,50,3.329127
-50.0,50,3.568613
-50.0,50,3.812028
-50.0,50,4.057849
-50.0,50,4.31271
-50.0,50,4.545052
-50.0,50,4.781919
-50.0,50,5.036102
-50.0,50,5.282662
-50.0,50,5.522762
-50.0,50,5.750337
-50.0,50,5.980891
-50.0,50,6.214627
-50.0,50,6.466714
-50.0,50,6.722979
-50.0,50,6.953855
-50.0,50,7.199212
-50.0,50,7.438443
-50.0,50,7.683141
-50.0,50,7.924451
-50.0,50,8.168176
-50.0,50,8.427193
-50.0,50,8.694671
-50.0,50,8.966826
-44.0,50,9.239534
-50.0,50,9.491959
-50.0,50,9.738021
-50.0,50,9.990143
-50.0,50,10.239512
-50.0,50,10.511629
-50.0,50,10.76663
-50.0,50,11.058421
-50.0,50,11.325973
-50.0,50,11.576287
-50.0,50,11.826973
-50.0,50,12.069439
-50.0,50,12.321972
-50.0,50,12.570016
-50.0,50,12.82406
-50.0,50,13.084033
-50.0,50,13.341857
-50.0,50,14.244523
-50.0,50,14.499027
-50.0,50,14.757932
-50.0,50,15.018688
-50.0,50,15.287652
-50.0,50,15.548508
-50.0,50,15.795384
-50.0,50,16.041698
-50.0,50,16.290762
-50.0,50,16.538282
-50.0,50,16.783002
-50.0,50,17.032024
-50.0,50,17.280084
-50.0,50,17.545053
-50.0,50,17.793262
-49.0,50,18.041592
-50.0,50,18.303957
-50.0,50,18.55572
-50.0,50,18.826506
-50.0,50,19.076028
-50.0,50,19.327974
-50.0,50,19.588783
-50.0,50,19.837582
-50.0,50,20.091857
-50.0,50,20.339706
-50.0,50,20.602916
-50.0,50,20.853138
-50.0,50,21.108394
-50.0,50,21.36339
-50.0,50,21.612304
-50.0,50,21.860823
-50.0,50,22.10854
-50.0,50,22.37592
-50.0,50,22.646647
-50.0,50,22.914022
-50.0,50,23.181738
-50.0,50,23.445015
-50.0,50,23.700084
-50.0,50,23.976049
-50.0,50,24.24762
-50.0,50,24.519152
-50.0,50,24.78281
-50.0,50,25.057537
-50.0,50,25.317984
-50.0,50,25.57093
-50.0,50,25.821025
-50.0,50,26.069931
-50.0,50,26.319642
-50.0,50,26.580472
-50.0,50,26.84506
-50.0,50,27.766885
-49.0,50,28.027504
-50.0,50,28.295287
-50.0,50,28.544599
-50.0,50,28.797222
-50.0,50,29.043784
-50.0,50,29.292921
-50.0,50,29.541836
-50.0,50,29.796906
-50.0,50,30.061743
-50.0,50,30.32188
-50.0,50,30.577485
-50.0,50,30.831566
-50.0,50,31.087034
-48.0,50,31.371563
-49.0,50,31.644624
-50.0,50,31.900556
-50.0,50,32.200404
-50.0,50,32.487879
-50.0,50,32.772727
-50.0,50,33.043999
-50.0,50,33.303671
-50.0,50,33.555803
-50.0,50,33.805042
-49.0,50,34.056409
-50.0,50,34.30789
-50.0,50,34.559524
-50.0,50,34.833056
-50.0,50,35.115914
-50.0,50,35.393624
-50.0,50,35.678114
-50.0,50,35.96689
-50.0,50,36.243775
-50.0,50,36.515053
-50.0,50,36.783967
-48.0,50,37.056937
-50.0,50,37.323853
-50.0,50,37.589353
-50.0,50,37.845641
-50.0,50,38.114822
-50.0,50,38.361581
-50.0,50,38.627182
-48.0,50,38.882785
-48.0,50,39.12997
-50.0,50,39.380609
-50.0,50,39.636763
-50.0,50,39.89658
-50.0,50,40.161599
-50.0,50,40.430624
