#{"t_start": 1769000646.5727885, "env_id": "FetchReachDense-v4"}
r,l,t
-15.82699,50,1.080909
-15.585192,50,1.121658
-25.45906,50,1.496952
-21.28995,50,1.716862
-22.221255,50,1.954543
-29.044917,50,2.182075
-17.755976,50,2.400032
-11.236133,50,2.626901
-15.048474,50,2.855381
-20.415858,50,3.102604
-26.835138,50,3.362009
-27.291843,50,3.627662
-28.892722,50,3.863182
-18.031581,50,4.089882
-21.89028,50,4.315506
-16.394576,50,4.541125
-6.492592,50,4.762928
-7.1998,50,4.987885
-12.386694,50,5.210995
-23.785384,50,5.452953
-19.184089,50,5.678011
-22.857956,50,5.903062
-4.86287,50,6.127881
-14.296429,50,6.355732
-7.60934,50,6.575827
-15.178051,50,6.794307
-11.41986,50,7.021159
-9.43555,50,7.249193
-13.463289,50,7.479999
-13.821476,50,7.710428
-21.243177,50,7.948761
-11.344096,50,8.181478
-21.082391,50,8.411052
-7.54179,50,8.655005
-11.259005,50,8.896969
-6.176233,50,9.133139
-10.561215,50,9.365975
-8.924624,50,9.601035
-7.825666,50,9.832599
-9.086071,50,10.084796
-6.212964,50,10.335716
-8.126253,50,10.587644
-9.23335,50,10.833662
-5.258583,50,11.088718
-10.706478,50,11.336526
-6.950213,50,11.581524
-11.505792,50,11.835629
-5.973011,50,12.091985
-3.410595,50,12.35196
-15.901364,50,12.605578
-5.191611,50,13.584373
-12.861555,50,13.836617
-11.495603,50,14.087779
-5.154665,50,14.342116
-4.958559,50,14.594659
-9.851908,50,14.848015
-3.941253,50,15.091494
-6.453593,50,15.334016
-7.371002,50,15.584985
-5.619106,50,15.820547
-6.90741,50,16.065891
-5.05913,50,16.306254
-5.555057,50,16.601745
-6.775001,50,16.886194
-10.407583,50,17.127639
-7.603576,50,17.358014
-7.179425,50,17.618959
-3.830684,50,17.868027
-5.286526,50,18.108102
-5.218081,50,18.324153
-3.429435,50,18.544051
-4.991835,50,18.784663
-4.408754,50,19.014856
-5.415503,50,19.242055
-4.856255,50,19.471718
-3.735517,50,19.706793
-4.369499,50,19.943167
-4.68605,50,20.175567
-2.927895,50,20.433204
-7.335414,50,20.69505
-5.832754,50,20.980092
-5.760246,50,21.272221
-5.963376,50,21.616148
-4.852737,50,21.877667
-4.046321,50,22.184645
-6.000612,50,22.424864
-4.40376,50,22.671121
-2.844469,50,22.925692
-4.17049,50,23.166239
-2.965878,50,23.401212
-3.607839,50,23.624029
-4.815631,50,23.841401
-4.562002,50,24.07003
-7.371619,50,24.304932
-6.084824,50,24.526058
-2.858574,50,24.765328
-3.57869,50,25.019104
-2.782789,50,25.24694
-1.879837,50,25.477656
