#{"t_start": 1768999774.271065, "env_id": "FetchReachDense-v4"}
r,l,t
-12.180437,50,1.090906
-12.187427,50,1.134654
-12.121692,50,1.639489
-6.258356,50,2.006086
-10.839711,50,2.356179
-17.904444,50,2.720917
-8.15531,50,3.088154
-14.403543,50,3.483948
-9.112578,50,3.867224
-13.456172,50,4.222943
-16.947369,50,4.583137
-17.471357,50,4.966686
-12.398587,50,5.344032
-11.139055,50,5.718494
-18.604651,50,6.099086
-14.604266,50,6.458979
-16.131472,50,6.821319
-13.294676,50,7.183408
-9.149334,50,7.534297
-19.892738,50,7.895353
-9.288352,50,8.267461
-18.228732,50,8.642339
-13.921443,50,9.038388
-7.713255,50,9.431326
-7.890494,50,9.83599
-17.494691,50,10.24392
-13.946899,50,10.630781
-10.878561,50,11.014211
-10.427266,50,11.411071
-18.643123,50,11.808517
-10.069046,50,12.208423
-9.972924,50,12.598278
-13.626159,50,13.009732
-14.076459,50,13.426517
-10.505863,50,13.837133
-15.612248,50,14.271789
-13.387077,50,14.651757
-11.130641,50,15.04815
-7.318611,50,15.420909
-12.552384,50,15.809711
-9.881817,50,16.206052
-9.994349,50,16.657644
-10.110334,50,17.05285
-5.055122,50,17.486477
-10.076872,50,17.884722
-5.783041,50,18.276268
-11.343938,50,18.677132
-14.115881,50,19.118232
-7.812064,50,19.498614
-9.51049,50,19.862071
-9.412411,50,21.032726
-8.20794,50,21.46195
-4.462737,50,21.881772
-3.542974,50,22.378025
-5.388281,50,22.766448
-5.162198,50,23.142955
-7.54269,50,23.519685
-5.236457,50,23.894016
-6.027414,50,24.273204
-6.818268,50,24.655059
-7.255673,50,25.047293
-7.095469,50,25.440786
-7.281651,50,25.827151
-4.333265,50,26.215923
-4.826136,50,26.603469
-6.355667,50,27.007173
-6.183892,50,27.406206
-3.089132,50,27.794009
-4.753963,50,28.210176
-4.085808,50,28.603149
-5.454308,50,28.993961
-6.331808,50,29.382097
-4.385963,50,29.769125
-4.429717,50,30.164042
-3.57965,50,30.558178
-3.791507,50,30.936471
-4.730011,50,31.330036
-4.552277,50,31.703186
-3.919514,50,32.096217
-2.960994,50,32.486852
-3.206543,50,32.9579
-5.534064,50,33.416012
-5.857866,50,33.830364
-3.443235,50,34.193933
-3.938831,50,34.579113
-4.134574,50,34.954021
-2.17922,50,35.361874
-3.698857,50,35.751118
-5.214533,50,36.146531
-2.247589,50,36.575026
-3.998095,50,36.982919
-3.986529,50,37.369028
-3.116534,50,37.755089
-3.697566,50,38.134923
-3.09035,50,38.529165
-1.747674,50,38.91205
-2.865481,50,39.320142
-2.907128,50,39.721749
-2.356621,50,40.159778
-2.185848,50,40.575981
-2.46108,50,41.75543
-3.462497,50,42.172141
-1.784812,50,42.571226
-2.738157,50,42.989974
-1.31879,50,43.495319
-2.828607,50,43.91071
-1.826708,50,44.312248
-1.570299,50,44.694471
-3.474992,50,45.093263
-2.062304,50,45.50306
-3.276158,50,45.9587
-2.244375,50,46.334956
-2.812368,50,46.708472
-2.104206,50,47.080762
-2.559654,50,47.476
-2.713938,50,47.884394
-2.175625,50,48.278882
-2.889108,50,48.662834
-2.176565,50,49.04293
-1.507436,50,49.426075
-2.769747,50,49.806479
-1.314763,50,50.205869
-1.616858,50,50.619993
-2.713272,50,51.141811
-2.263027,50,51.547743
-1.72687,50,51.933144
-2.485739,50,52.307311
-2.860026,50,52.694609
-2.715881,50,53.096041
-2.097403,50,53.525539
-2.264842,50,53.94852
-1.589492,50,54.329778
-2.191471,50,54.707186
-1.112698,50,55.075224
-2.461476,50,55.434383
-1.672676,50,55.804189
-2.067769,50,56.271907
-3.301925,50,56.636312
-1.482304,50,57.006637
-2.257306,50,57.369896
-2.13904,50,57.775104
-1.510028,50,58.143129
-1.65727,50,58.522115
-3.096724,50,58.90246
-2.016841,50,59.308337
-1.581072,50,59.663682
-2.37362,50,60.073919
-2.805216,50,60.48102
-2.470615,50,60.868722
-3.229745,50,61.245192
-3.60364,50,62.358901
-1.456676,50,62.775686
-1.96651,50,63.238635
-1.468687,50,63.629663
-2.821791,50,63.999927
-2.459383,50,64.357655
-1.711066,50,64.718652
-2.313731,50,65.107825
-1.240653,50,65.482146
-1.396808,50,65.85855
-1.636227,50,66.252824
-1.500636,50,66.722805
-2.308852,50,67.161916
-2.755569,50,67.533045
-1.636808,50,67.963349
-2.499737,50,68.369096
-2.09326,50,68.731144
-2.622726,50,69.118975
-2.325041,50,69.493718
-3.015168,50,69.889838
-1.819692,50,70.265538
-2.334427,50,70.658074
-1.465818,50,71.052956
-1.241161,50,71.446165
-2.687689,50,71.864047
-1.691593,50,72.243891
-2.70408,50,72.624603
-1.490686,50,73.019955
-2.064384,50,73.442766
-1.003701,50,73.823436
-1.53702,50,74.203904
-2.286477,50,74.587539
-2.44248,50,74.98091
-2.016867,50,75.406657
-2.493464,50,75.838374
-1.561111,50,76.276684
-1.801662,50,76.689644
-2.98523,50,77.104265
-3.285737,50,77.52347
-1.901024,50,77.938118
-3.068673,50,78.347104
-0.99948,50,78.74641
-1.687866,50,79.178027
-1.21537,50,79.593821
-2.760253,50,80.007479
-2.674587,50,80.397958
-2.350101,50,80.833721
-1.582851,50,81.242495
-1.490819,50,81.635612
-1.548676,50,82.059709
-1.379225,50,83.223155
-1.430884,50,83.620991
-1.849421,50,84.021193
-1.187098,50,84.421991
-2.231628,50,84.822965
-1.898492,50,85.223483
-1.373029,50,85.62468
-1.254693,50,86.047366
-1.564244,50,86.47799
-1.410218,50,86.913994
-1.61197,50,87.341207
-1.246849,50,87.786551
-1.479131,50,88.232671
-2.536993,50,88.633422
-1.985519,50,89.058139
-2.344426,50,89.455982
-1.189584,50,89.850982
-2.053787,50,90.246639
-1.157883,50,90.640875
-1.833162,50,91.034986
-1.345897,50,91.452722
-2.169925,50,91.883432
-1.038981,50,92.30686
-1.720644,50,92.759988
-2.152638,50,93.181138
-1.90412,50,93.59186
-1.587206,50,94.006742
-1.17724,50,94.4191
-1.218827,50,94.844876
-1.856816,50,95.236731
-2.271866,50,95.632031
-1.786817,50,96.037725
-1.548294,50,96.42816
-1.635797,50,96.821757
-2.546482,50,97.23106
-1.832719,50,97.643502
-1.290954,50,98.0433
-2.578551,50,98.432275
-1.576763,50,98.829705
-1.817367,50,99.246711
-1.582188,50,99.673121
-2.523429,50,100.118185
-2.007606,50,100.517514
-1.125913,50,100.915336
-1.115628,50,101.350062
-2.493144,50,101.761629
-1.977844,50,102.187401
-1.54084,50,102.610542
-1.073508,50,103.011432
-2.267796,50,103.405355
-1.866515,50,104.61065
-2.118167,50,105.056344
-2.316666,50,105.490333
-3.985453,50,105.926605
-1.295577,50,106.36062
-1.34198,50,106.782445
-1.657853,50,107.182979
-1.270693,50,107.59202
-2.015461,50,107.988033
-1.34976,50,108.381875
-1.336606,50,108.822677
-1.651503,50,109.253142
-1.91426,50,109.648416
-1.341799,50,110.038588
-1.663554,50,110.432994
-1.040816,50,110.821215
-1.221835,50,111.24843
-1.319791,50,111.687062
-2.189343,50,112.135138
-1.161316,50,112.545055
-1.466111,50,112.973762
-0.957509,50,113.40857
-1.988972,50,113.871037
-1.297609,50,114.321866
-1.330834,50,114.772872
-1.604454,50,115.248575
-2.703344,50,115.711998
-1.592143,50,116.236665
-1.639083,50,116.673008
-1.259295,50,117.077521
-2.677647,50,117.470637
-1.704754,50,117.864068
-1.881055,50,118.260339
-0.810999,50,118.634511
-3.54417,50,119.017009
-1.636544,50,119.406497
-1.411686,50,119.821966
-1.653919,50,120.286481
-1.352386,50,120.685856
-1.119361,50,121.078988
-0.922239,50,121.479968
-1.800822,50,121.865974
-1.798338,50,122.272412
-2.063374,50,122.712061
