#{"t_start": 1769160096.8647044, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,1.707703
-50.0,50,1.747716
-45.0,50,2.195496
-48.0,50,2.529556
-50.0,50,2.845924
-50.0,50,3.145756
-50.0,50,3.468494
-50.0,50,3.751713
-50.0,50,4.050322
-50.0,50,4.332925
-50.0,50,4.632137
-50.0,50,4.927733
-50.0,50,5.250277
-50.0,50,5.60951
-50.0,50,5.949844
-50.0,50,6.235191
-50.0,50,6.562705
-50.0,50,6.857218
-50.0,50,7.155733
-50.0,50,7.467244
-50.0,50,7.738757
-50.0,50,8.039276
-49.0,50,8.368794
-50.0,50,8.659839
-50.0,50,8.937351
-50.0,50,9.212865
-50.0,50,9.499378
-50.0,50,9.782266
-50.0,50,10.05666
-50.0,50,10.367885
-50.0,50,10.666072
-50.0,50,10.959585
-50.0,50,11.262097
-50.0,50,11.52978
-50.0,50,11.824822
-50.0,50,12.115796
-50.0,50,12.393806
-50.0,50,12.669319
-50.0,50,12.948833
-50.0,50,13.22135
-50.0,50,13.49636
-50.0,50,13.78187
-50.0,50,14.097143
-50.0,50,14.386563
-50.0,50,14.729787
-50.0,50,15.060302
-41.0,50,15.341819
-33.0,50,15.644045
-45.0,50,15.949192
-28.0,50,16.249705
-50.0,50,17.222249
-50.0,50,17.515281
-38.0,50,17.818333
-50.0,50,18.181848
-50.0,50,18.545864
-50.0,50,18.942147
-50.0,50,19.242185
-47.0,50,19.5693
-45.0,50,19.862815
-50.0,50,20.141434
-18.0,50,20.415613
-50.0,50,20.759884
-50.0,50,21.048377
-50.0,50,21.335633
-49.0,50,21.635596
-46.0,50,21.920107
-45.0,50,22.210294
-35.0,50,22.497604
-44.0,50,22.789745
-47.0,50,23.142141
-50.0,50,23.485959
-41.0,50,23.762121
-41.0,50,24.051036
-48.0,50,24.335102
-15.0,50,24.632409
-38.0,50,24.927512
-5.0,50,25.209551
-41.0,50,25.491565
-34.0,50,25.764909
-18.0,50,26.104957
-4.0,50,26.429469
-4.0,50,26.709647
-12.0,50,26.977656
-7.0,50,27.255767
-2.0,50,27.527882
-8.0,50,27.813866
-16.0,50,28.10088
-4.0,50,28.391013
-7.0,50,28.687602
-29.0,50,28.993306
-18.0,50,29.280456
-3.0,50,29.587675
-3.0,50,29.934868
-3.0,50,30.241199
-2.0,50,30.521855
-19.0,50,30.834071
-7.0,50,31.117276
-8.0,50,31.40298
-3.0,50,31.685661
-3.0,50,32.053762
-2.0,50,33.020265
-8.0,50,33.286276
-6.0,50,33.60045
-2.0,50,33.927012
-1.0,50,34.228527
-8.0,50,34.511045
-3.0,50,34.808561
-21.0,50,35.108076
-33.0,50,35.401089
-7.0,50,35.679106
-1.0,50,35.950263
-12.0,50,36.277241
-30.0,50,36.574096
-2.0,50,36.877121
-1.0,50,37.181634
0.0,50,37.466665
-19.0,50,37.786343
-10.0,50,38.066389
-14.0,50,38.368411
-3.0,50,38.648413
-15.0,50,38.949522
-21.0,50,39.223832
-2.0,50,39.496357
-3.0,50,39.801117
-1.0,50,40.075192
-21.0,50,40.342662
-35.0,50,40.612832
-20.0,50,40.90184
-38.0,50,41.197353
-2.0,50,41.482864
-8.0,50,41.873168
-3.0,50,42.143402
-9.0,50,42.420494
-35.0,50,42.688617
-1.0,50,42.972688
-1.0,50,43.246822
-2.0,50,43.513953
-2.0,50,43.797123
-3.0,50,44.109308
-2.0,50,44.443827
0.0,50,44.709342
0.0,50,45.003356
0.0,50,45.266617
-2.0,50,45.535131
-7.0,50,45.81833
-2.0,50,46.107341
-3.0,50,46.397851
-2.0,50,46.683874
-2.0,50,46.992904
-7.0,50,47.327806
-2.0,50,48.21752
-1.0,50,48.512331
-3.0,50,48.785344
-3.0,50,49.086861
-5.0,50,49.366377
-3.0,50,49.637893
-1.0,50,49.92141
-5.0,50,50.199985
-3.0,50,50.478068
-2.0,50,50.83409
-5.0,50,51.189607
-3.0,50,51.47002
-3.0,50,51.771424
-2.0,50,52.064896
-1.0,50,52.335411
-2.0,50,52.626928
-1.0,50,52.920336
-2.0,50,53.228548
-2.0,50,53.544826
-2.0,50,53.892713
0.0,50,54.206073
0.0,50,54.529765
-2.0,50,54.812774
-1.0,50,55.092808
-2.0,50,55.369841
0.0,50,55.639982
0.0,50,55.933084
-3.0,50,56.219773
-3.0,50,56.545296
-20.0,50,56.942197
-3.0,50,57.315367
-2.0,50,57.621883
-8.0,50,57.9144
-2.0,50,58.244978
-5.0,50,58.552494
-9.0,50,58.878008
-5.0,50,59.191454
-2.0,50,59.518473
-9.0,50,59.853221
-1.0,50,60.173734
-14.0,50,60.51225
-14.0,50,60.867267
-1.0,50,61.292064
-10.0,50,61.668084
-2.0,50,61.995595
-4.0,50,62.274662
-9.0,50,62.586748
-1.0,50,62.88405
-1.0,50,63.199556
-1.0,50,63.499903
-6.0,50,64.508986
-9.0,50,64.859001
-2.0,50,65.180889
-11.0,50,65.459264
-2.0,50,65.731656
-4.0,50,66.015178
-2.0,50,66.299408
-6.0,50,66.58247
-2.0,50,66.874547
-1.0,50,67.164579
-1.0,50,67.463386
-1.0,50,67.752897
-2.0,50,68.050064
-3.0,50,68.343063
0.0,50,68.677186
-2.0,50,69.027935
-3.0,50,69.336437
-19.0,50,69.627197
-16.0,50,69.904092
-9.0,50,70.200603
-3.0,50,70.491686
-4.0,50,70.808271
-5.0,50,71.131191
-3.0,50,71.467709
-4.0,50,71.817222
-12.0,50,72.153238
-5.0,50,72.426754
-2.0,50,72.725516
-5.0,50,73.02995
-7.0,50,73.339465
-2.0,50,73.637979
-2.0,50,73.944624
0.0,50,74.243726
-3.0,50,74.576065
-11.0,50,74.93466
-8.0,50,75.309176
-1.0,50,75.684196
-5.0,50,75.981967
-1.0,50,76.269264
-2.0,50,76.556857
-1.0,50,76.82494
-1.0,50,77.114947
-12.0,50,77.398531
-2.0,50,77.69135
-2.0,50,77.969862
-9.0,50,78.295963
-2.0,50,78.664502
-2.0,50,79.050522
-2.0,50,79.411043
-3.0,50,79.703915
-1.0,50,80.569653
-35.0,50,80.835743
-6.0,50,81.099333
-1.0,50,81.370845
-2.0,50,81.699422
-3.0,50,81.986921
-2.0,50,82.275943
-3.0,50,82.594758
-10.0,50,82.901823
-14.0,50,83.284212
-1.0,50,83.641189
-3.0,50,83.950702
-2.0,50,84.260215
-24.0,50,84.54117
-26.0,50,84.830686
-2.0,50,85.149814
-10.0,50,85.466949
-2.0,50,85.771307
-14.0,50,86.126613
-17.0,50,86.52033
-3.0,50,86.846193
-3.0,50,87.125475
-2.0,50,87.415888
-10.0,50,87.72555
-1.0,50,88.029738
-1.0,50,88.343664
-6.0,50,88.647828
-9.0,50,88.973342
-8.0,50,89.266394
-5.0,50,89.585006
-6.0,50,89.926023
-1.0,50,90.293426
-2.0,50,90.665346
-13.0,50,90.967475
-1.0,50,91.247586
-17.0,50,91.533856
-3.0,50,91.852054
-2.0,50,92.144571
0.0,50,92.44364
-2.0,50,92.733316
-2.0,50,93.03083
-3.0,50,93.397342
0.0,50,93.759204
-11.0,50,94.036253
-2.0,50,94.320362
-7.0,50,94.609494
-4.0,50,94.895528
-1.0,50,95.176843
-2.0,50,95.469958
-2.0,50,95.775471
-4.0,50,96.869738
-6.0,50,97.160253
-3.0,50,97.471315
-2.0,50,97.773829
-4.0,50,98.064873
0.0,50,98.358388
-11.0,50,98.675428
-1.0,50,98.97494
-1.0,50,99.312202
-3.0,50,99.697301
-6.0,50,100.026347
-23.0,50,100.30721
-10.0,50,100.612002
-2.0,50,100.902514
-8.0,50,101.186035
-2.0,50,101.467561
-5.0,50,101.747081
-13.0,50,102.041611
-1.0,50,102.346043
-3.0,50,102.644568
-2.0,50,102.944014
-11.0,50,103.242755
-13.0,50,103.580898
-11.0,50,103.940915
-15.0,50,104.256732
-4.0,50,104.615245
-2.0,50,104.974036
-8.0,50,105.334607
-2.0,50,105.617772
-2.0,50,105.897911
-8.0,50,106.179238
-2.0,50,106.454533
-6.0,50,106.734819
-7.0,50,107.041883
0.0,50,107.367395
-1.0,50,107.708909
0.0,50,107.994991
-7.0,50,108.308816
-4.0,50,108.656302
-5.0,50,109.01982
-5.0,50,109.326008
-9.0,50,109.61932
-5.0,50,109.898893
-3.0,50,110.208412
-2.0,50,110.495924
-8.0,50,110.776435
0.0,50,111.048009
-3.0,50,111.315945
-15.0,50,111.631728
0.0,50,111.940243
-3.0,50,112.893068
-1.0,50,113.268655
-1.0,50,113.571849
-3.0,50,113.863876
-7.0,50,114.154092
-8.0,50,114.464214
-3.0,50,114.744994
-3.0,50,115.044199
-2.0,50,115.349279
-2.0,50,115.655167
-4.0,50,115.958195
-15.0,50,116.262605
-1.0,50,116.586127
-8.0,50,116.941691
-1.0,50,117.28925
-8.0,50,117.653378
-3.0,50,117.95772
-4.0,50,118.258956
-4.0,50,118.544414
-3.0,50,118.817952
-5.0,50,119.111118
-1.0,50,119.380544
-2.0,50,119.657721
-3.0,50,119.959917
-1.0,50,120.291188
-2.0,50,120.643205
-4.0,50,120.932716
-16.0,50,121.211639
-4.0,50,121.488153
-2.0,50,121.760184
-1.0,50,122.036958
-6.0,50,122.309968
-2.0,50,122.58848
-3.0,50,122.882993
-16.0,50,123.199506
-1.0,50,123.561214
-9.0,50,123.895232
-4.0,50,124.17627
-3.0,50,124.486782
-3.0,50,124.793815
-10.0,50,125.092873
-1.0,50,125.395518
-7.0,50,125.682032
-3.0,50,125.970226
-3.0,50,126.297742
-5.0,50,126.676579
0.0,50,127.0042
-3.0,50,127.305713
